,id,year,Dept,treatment,profit,size,wageindex
2421,212500,2008,N25,0,9165,268,1.286720358
2422,212500,2009,N25,0,9261,268,1.286974554
2423,212500,2010,N25,0,9475,198,1.458620756
2424,212500,2011,N25,0,9784,198,0.741662646
2425,212500,2012,N25,0,9792,198,1.674712738
2426,212500,2013,N25,0,10132,198,1.620322531
2427,212500,2014,N25,0,10182,198,1.017048802
2428,212500,2015,N25,0,9975,198,1.237067796
2429,212500,2016,N25,0,10770,198,1.2152338
2430,212500,2017,N25,0,10040,218,1.191501345
2431,212530,2003,N25,0,6732,200,1.067585541
2432,212530,2004,N25,0,6084,207,1.909281212
2433,212530,2005,N25,0,5534,204,1.225131033
2434,212530,2006,N25,0,5535,196,1.352358451
2435,212530,2007,N25,0,5753,196,1.047773196
2436,212530,2008,N25,0,5752,196,1.35887183
2437,212530,2009,N25,0,6069,196,1.290469563
2438,212530,2010,N25,0,5703,176,1.674216845
2439,212530,2011,N25,0,5436,175,1.171498311
2440,212530,2012,N25,0,5231,166,0.95995176
2441,212530,2013,N25,0,4896,157,1.282868811
2442,212530,2014,N25,0,4942,156,1.11876745
2443,212530,2015,N25,0,4412,150,0.792680643
2444,212530,2016,N25,0,3819,150,1.197410096
2445,212530,2017,N25,0,3954,150,1.390123386
2446,212565,2005,N25,0,3568,212,1.118198011
2447,212565,2006,N25,0,3898,212,0.90712855
2448,212565,2007,N25,0,3930,212,1.588926105
2449,212565,2008,N25,0,3971,154,1.261111412
2450,212565,2009,N25,0,3776,154,1.227218065
2451,212565,2010,N25,0,3845,154,0.597372269
2452,212565,2011,N25,0,3747,154,0.893096461
2453,212565,2012,N25,0,3656,154,0.746958192
2454,212565,2013,N25,0,3953,154,0.935260535
2455,212565,2014,N25,0,4075,154,1.074727057
2456,212565,2015,N25,0,4270,154,1.369418627
2457,212565,2016,N25,0,4487,154,0.705123209
2458,212565,2017,N25,0,4395,154,0.660643196
2459,212585,2003,N25,0,3282,131,0.798077325
2460,212585,2004,N25,0,3340,121,1.022251451
2461,212585,2005,N25,0,3406,121,0.340330815
2462,212585,2006,N25,0,3631,121,0.678030172
2463,212585,2007,N25,0,3554,121,0.82523641
2464,212585,2008,N25,0,3539,121,1.66369352
2465,212585,2009,N25,0,3346,121,1.415122904
2466,212585,2010,N25,0,3280,101,0.915432773
2467,212585,2011,N25,0,3239,101,0.751873774
2468,212585,2012,N25,0,2980,101,0.891279153
2469,212585,2013,N25,0,3042,101,1.182201334
2470,212585,2014,N25,0,1171,101,0.714342583
2471,212600,2003,N25,0,11567,303,1.625230911
2472,212600,2004,N25,0,10753,303,1.798169279
2473,212600,2005,N25,0,11750,303,1.444745029
2474,212600,2006,N25,0,11263,303,1.480063381
2475,212600,2007,N25,0,11180,303,1.493091791
2476,212600,2008,N25,0,10820,303,1.178030035
2477,212600,2009,N25,0,11180,303,1.33745464
2478,212600,2010,N25,0,10866,256,1.09503052
2479,212600,2011,N25,0,10923,256,1.709256252
2480,212600,2012,N25,0,10968,252,1.144580896
2481,212600,2013,N25,0,10126,249,1.070619029
2482,212600,2014,N25,0,9889,238,0.53003322
2483,212600,2015,N25,0,9512,245,0.985551394
2484,212600,2016,N25,0,9877,242,1.63855039
2485,212600,2017,N25,0,9530,242,1.342496394
2486,212615,2003,N25,0,8645,246,1.535175361
2487,212615,2004,N25,0,9335,222,1.339847933
2488,212615,2005,N25,0,10056,226,1.553709926
2489,212615,2006,N25,0,9873,226,1.459785411
2490,212615,2007,N25,0,10297,226,1.243271257
2491,212615,2008,N25,0,6355,226,1.270290134
2492,212615,2009,N25,0,8928,222,1.964924242
2493,212615,2010,N25,0,10198,205,1.59023672
2494,212615,2011,N25,0,9810,199,1.002206337
2495,212615,2012,N25,0,9820,180,0.949561736
2496,212615,2013,N25,0,9720,180,1.134610177
2497,212615,2014,N25,0,9228,178,1.171590304
2498,212615,2015,N25,0,9533,190,1.13931335
2499,212615,2016,N25,0,10118,182,1.203660511
2500,212615,2017,N25,0,9922,182,1.284927289
2501,212655,2003,N25,0,52215,1277,1.44579216
2502,212655,2004,N25,0,51193,1221,1.564862585
2503,212655,2005,N25,0,50880,1221,1.546549835
2504,212655,2006,N25,0,50227,1146,1.924924964
2505,212655,2007,N25,0,50739,1242,1.550085103
2506,212655,2008,N25,0,50207,1130,1.704065905
2507,212655,2009,N25,0,49561,1130,1.391487894
2508,212655,2010,N25,0,45335,924,1.503003468
2509,212655,2011,N25,0,46570,872,1.560996527
2510,212655,2012,N25,0,47130,913,1.714740472
2511,212655,2013,N25,0,49082,936,1.581151224
2512,212655,2014,N25,0,48975,920,1.389606988
2513,212655,2015,N25,0,52889,935,0.921133454
2514,212655,2016,N25,0,53937,943,1.026795521
2515,212655,2017,N25,0,53150,943,1.195932461
2516,212675,2003,N25,0,20808,517,1.181588067
2517,212675,2004,N25,0,21839,517,1.631126772
2518,212675,2005,N25,0,21429,517,1.942879608
2519,212675,2006,N25,0,21610,517,1.335825131
2520,212675,2007,N25,0,21330,517,1.606174508
2521,212675,2008,N25,0,23529,517,1.754146173
2522,212675,2009,N25,0,23567,517,1.941702064
2523,212675,2010,N25,0,25023,517,1.766833703
2524,212675,2011,N25,0,25990,517,1.676888991
2525,212675,2012,N25,0,26628,531,1.127434333
2526,212675,2013,N25,0,26977,531,1.307961657
2527,212675,2014,N25,0,26987,531,1.333421005
2528,212675,2015,N25,0,25383,531,1.716450263
2529,212675,2016,N25,0,27222,531,1.089695614
2530,212675,2017,N25,0,27852,531,0.926094166
2531,212700,2003,N25,0,17517,417,2.006120562
2532,212700,2004,N25,0,18498,428,1.148959651
2533,212700,2005,N25,0,18862,428,1.811679866
2534,212700,2006,N25,0,18251,428,1.656640874
2535,212700,2007,N25,0,18514,428,0.976087492
2536,212700,2008,N25,0,18911,428,1.418084609
2537,212700,2009,N25,0,18619,428,1.436638922
2538,212700,2010,N25,0,18187,376,1.237673817
2539,212700,2011,N25,0,18229,376,1.354099148
2540,212700,2012,N25,0,18387,376,1.264334538
2541,212700,2013,N25,0,18867,376,0.969649598
2542,212700,2014,N25,0,18054,376,1.416646191
2543,212700,2015,N25,0,21297,376,0.57924361
2544,212700,2016,N25,0,19045,376,1.653493318
2545,212700,2017,N25,0,17613,376,1.504355047
2546,212720,2003,N25,0,10873,420,1.010940515
2547,212720,2004,N25,0,10438,394,1.499104793
2548,212720,2005,N25,0,9640,323,0.984339896
2549,212720,2006,N25,0,9461,323,0.827503406
2550,212720,2007,N25,0,9392,323,1.21231935
2551,212720,2008,N25,0,9129,323,1.489712671
2552,212720,2009,N25,0,9120,286,1.135395111
2553,212720,2010,N25,0,9322,287,1.191732439
2554,212720,2011,N25,0,7696,287,1.494264305
2555,212830,2003,N25,0,12076,370,1.41759026
2556,212830,2004,N25,0,11842,370,1.525846107
2557,212830,2005,N25,0,10858,370,1.664528829
2558,212830,2006,N25,0,11051,370,1.479112221
2559,212830,2007,N25,0,10931,271,1.772383361
2560,212830,2008,N25,0,11205,271,1.629822033
2561,212830,2009,N25,0,10938,271,1.713427352
2562,212830,2010,N25,0,10803,271,1.809262459
2563,212830,2011,N25,0,10667,271,1.415863987
2564,212830,2012,N25,0,10357,271,1.296919093
2565,212830,2013,N25,0,10594,271,0.824732516
2566,212830,2014,N25,0,10728,271,1.569929288
2567,212830,2015,N25,0,10857,271,1.483920935
2568,212830,2016,N25,0,10776,271,1.305447145
2569,212830,2017,N25,0,11596,272,1.560299479
2570,212905,2003,N25,0,5511,165,1.686971095
2571,212905,2004,N25,0,5457,154,1.344623398
2572,212905,2005,N25,0,5916,187,1.863439678
2573,212905,2006,N25,0,7002,187,1.625158764
2574,212905,2007,N25,0,6718,169,1.712796539
2575,212905,2008,N25,0,7016,187,1.898021401
2576,212905,2009,N25,0,7896,187,1.132774402
2577,212905,2010,N25,0,7985,160,1.381844991
2578,212905,2011,N25,0,7950,143,1.999497247
2579,212905,2012,N25,0,5118,157,1.202689512
2580,212925,2003,N25,0,25360,733,1.446823601
2581,212925,2004,N25,0,25797,628,1.067158552
2582,212925,2005,N25,0,26544,623,1.406197702
2583,212925,2006,N25,0,26930,733,1.318948428
2584,212925,2007,N25,0,28417,576,1.775273698
2585,212925,2008,N25,0,28156,577,1.727371375
2586,212925,2009,N25,0,30057,578,1.238368588
2587,212925,2010,N25,0,29716,578,0.948892867
2588,212925,2011,N25,0,34781,687,1.286957394
2589,212925,2012,N25,0,35533,686,1.123651943
2590,212925,2013,N25,0,35548,652,1.109097704
2591,212925,2014,N25,0,34772,652,1.428261447
2592,212925,2015,N25,0,34524,676,1.252848111
2593,212925,2016,N25,0,36346,686,1.314000172
2594,212925,2017,N25,0,29949,326,1.229536287
2595,213010,2003,N25,0,19070,433,1.378949802
2596,213010,2004,N25,0,18927,342,1.484462276
2597,213010,2005,N25,0,18850,342,1.590509092
2598,213010,2006,N25,0,19645,342,1.71409991
2599,213010,2007,N25,0,20128,352,1.121572282
2600,213010,2008,N25,0,20079,352,1.417024756
2601,213010,2009,N25,0,20936,352,0.836276199
2602,213010,2010,N25,0,20599,352,0.901273234
2603,213010,2011,N25,0,21782,352,1.227081272
2604,213010,2012,N25,0,21872,352,1.78548615
2605,213010,2013,N25,0,21238,352,1.071473222
2606,213010,2014,N25,0,22597,352,1.129316048
2607,213010,2015,N25,0,22921,352,1.309820816
2608,213010,2016,N25,0,22039,352,0.852956656
2609,213010,2017,N25,0,22243,338,1.621716341
2610,213100,2003,N25,0,43550,1040,1.996822056
2611,213100,2004,N25,0,46126,1034,1.415023431
2612,213100,2005,N25,0,48039,1045,1.215330462
2613,213100,2006,N25,0,48652,1034,1.928447094
2614,213100,2007,N25,0,51385,1045,1.19701078
2615,213100,2008,N25,0,52744,1045,1.786437191
2616,213100,2009,N25,0,55805,1045,1.909072819
2617,213100,2010,N25,0,58587,1045,1.681831581
2618,213100,2011,N25,0,61997,1045,1.392020342
2619,213100,2012,N25,0,64507,1088,1.450445338
2620,213100,2013,N25,0,74777,1433,1.355225163
2621,213100,2014,N25,0,84239,1400,1.204402823
2622,213100,2015,N25,0,83900,1447,1.444098545
2623,213100,2016,N25,0,82754,1391,1.067494458
2624,213100,2017,N25,0,80724,1411,1.630997843
2625,213140,2003,N25,0,39019,860,1.09690148
2626,213140,2004,N25,0,44664,1053,0.973599952
2627,213140,2005,N25,0,49876,1020,1.480085572
2628,213140,2006,N25,0,48198,1021,1.533566576
2629,213140,2007,N25,0,48675,1021,1.505844093
2630,213140,2008,N25,0,49884,937,1.279700179
2631,213140,2009,N25,0,52063,1002,1.491271356
2632,213140,2010,N25,0,53913,1007,1.660847287
2633,213140,2011,N25,0,55916,1028,1.085049247
2634,213140,2012,N25,0,57721,1050,0.863521453
2635,213140,2013,N25,0,58209,1070,1.320048243
2636,213140,2014,N25,0,60399,1070,1.330961671
2637,213140,2015,N25,0,60143,1082,1.333147342
2638,213140,2016,N25,0,59117,1082,1.360836088
2639,213140,2017,N25,0,59526,1098,1.029351232
2640,213180,2003,N25,0,19818,384,1.623633485
2641,213180,2004,N25,0,20828,384,1.353367458
2642,213180,2005,N25,0,19967,384,1.278325822
2643,213180,2006,N25,0,19210,386,1.505637147
2644,213180,2007,N25,0,20007,390,1.572522358
2645,213180,2008,N25,0,20456,390,1.667161697
2646,213180,2009,N25,0,20076,390,1.152914048
2647,213180,2010,N25,0,19950,390,0.835163614
2648,213180,2011,N25,0,25644,390,1.652183905
2649,213180,2012,N25,0,20175,390,1.703425271
2650,213180,2013,N25,0,21068,400,1.159218661
2651,213180,2014,N25,0,21455,400,1.819638157
2652,213180,2015,N25,0,26385,400,1.512572607
2653,213180,2016,N25,0,22756,400,1.181377954
2654,213180,2017,N25,0,21535,400,1.154940822
2655,213335,2003,N25,0,33275,831,1.41198396
2656,213335,2004,N25,0,33751,793,1.47239086
2657,213335,2005,N25,0,34451,931,1.347683151
2658,213335,2006,N25,0,34160,712,1.165497799
2659,213335,2007,N25,0,34591,739,2.001016939
2660,213335,2008,N25,0,36603,771,0.99822676
2661,213335,2009,N25,0,39527,771,1.007686723
2662,213335,2010,N25,0,41099,771,1.2147539
2663,213335,2011,N25,0,42038,768,1.371371439
2664,213335,2012,N25,0,42953,759,1.824396476
2665,213335,2013,N25,0,43010,759,1.164838191
2666,213335,2014,N25,0,42278,759,1.452974024
2667,213335,2015,N25,0,42172,764,1.066731884
2668,213335,2016,N25,0,42505,785,1.997695597
2669,213335,2017,N25,0,41647,824,1.265520724
2670,213670,2003,N25,0,5157,272,0.854056403
2671,213670,2004,N25,0,5265,272,1.15146562
2672,213670,2005,N25,0,5377,179,0.901565027
2673,213670,2006,N25,0,5521,179,0.710527999
2674,213670,2007,N25,0,5359,179,1.206496919
2675,213670,2008,N25,0,5228,179,1.366488266
2676,213670,2009,N25,0,7287,233,1.131290677
2677,213670,2010,N25,0,7239,233,0.802817183
2678,213670,2011,N25,0,7732,233,0.937276831
2679,213670,2012,N25,0,7659,233,0.85337172
2680,213670,2013,N25,0,7599,221,1.038208676
2681,213670,2014,N25,0,7320,221,0.405853699
2682,213670,2015,N25,0,6526,221,1.281898868
2683,213670,2016,N25,0,6855,195,0.762076545
2684,213670,2017,N25,0,6903,183,0.837003617
2685,213710,2003,N25,0,3029,108,0.435952206
2686,213710,2004,N25,0,2648,108,0.745611696
2687,213710,2005,N25,0,2615,108,0.661463681
2688,213710,2006,N25,0,2377,108,1.276119793
2689,213710,2007,N25,0,2279,108,1.342622667
2690,213710,2008,N25,0,2509,108,0.36470026
2691,213710,2009,N25,0,2491,108,0.509942253
2692,213710,2010,N25,0,2709,108,0.860374243
2693,213710,2011,N25,0,2764,108,0.816324487
2694,213710,2012,N25,0,2761,108,0.561984549
2695,213710,2013,N25,0,2858,108,0.750006382
2696,213710,2014,N25,0,2834,108,0.659698874
2697,213710,2015,N25,0,2827,67,1.026147401
2698,213710,2016,N25,0,2951,108,1.160349602
2699,213710,2017,N25,0,2745,108,0.751930584
2700,213735,2003,N25,0,12572,435,1.062082889
2701,213735,2004,N25,0,12581,387,1.60390988
2702,213735,2005,N25,0,13442,387,1.623073379
2703,213735,2006,N25,0,13950,373,1.368601248
2704,213735,2007,N25,0,14154,369,1.64492441
2705,213735,2008,N25,0,14768,400,1.396709088
2706,213735,2009,N25,0,15624,400,1.648498113
2707,213735,2010,N25,0,16601,400,1.388787814
2708,213735,2011,N25,0,17776,420,1.200627513
2709,213735,2012,N25,0,18754,420,1.477302662
2710,213735,2013,N25,0,19252,420,1.651551151
2711,213735,2014,N25,0,19744,420,1.56715502
2712,213735,2015,N25,0,20633,420,2.124460149
2713,213735,2016,N25,0,20912,414,1.34291622
2714,213735,2017,N25,0,20435,378,0.896820044
2715,213740,2003,N25,0,4647,142,0.867306446
2716,213740,2004,N25,0,4689,142,1.121469785
2717,213740,2005,N25,0,4629,142,0.737270691
2718,213740,2006,N25,0,4511,142,1.167481811
2719,213740,2007,N25,0,4485,137,0.745445506
2720,213740,2008,N25,0,4390,137,0.837009266
2721,213740,2009,N25,0,4480,137,1.003894558
2722,213740,2010,N25,0,4404,137,0.458814926
2723,213740,2011,N25,0,4430,137,0.432179639
2724,213740,2012,N25,0,4222,137,0.767800162
2725,213740,2013,N25,0,4310,137,1.356741583
2726,213740,2014,N25,0,4086,137,1.026870919
2727,213740,2015,N25,0,3717,137,0.971535207
2728,213740,2016,N25,0,3572,137,1.109478379
2729,213740,2017,N25,0,3418,137,0.660395514
2730,213820,2003,N25,0,4179,169,1.3560088
2731,213820,2004,N25,0,4374,151,0.771770345
2732,213820,2005,N25,0,4300,151,0.917124899
2733,213820,2006,N25,0,4383,151,0.452482244
2734,213820,2007,N25,0,4513,151,0.787167949
2735,213820,2008,N25,0,4499,151,0.832087841
2736,213820,2009,N25,0,4304,151,1.280900376
2737,213820,2010,N25,0,4278,151,0.987078339
2738,213820,2011,N25,0,4323,151,1.579667857
2739,213820,2012,N25,0,4196,151,0.338897049
2740,213820,2013,N25,0,3944,151,0.771249111
2741,213820,2014,N25,0,3907,151,1.37934856
2742,213820,2015,N25,0,3840,151,1.252634716
2743,213820,2016,N25,0,4094,151,0.909284228
2744,213820,2017,N25,0,3992,151,0.752158526
2745,213870,2003,N25,0,8044,264,0.812125779
2746,213870,2004,N25,0,7896,248,1.596265927
2747,213870,2005,N25,0,7542,248,0.946709371
2748,213870,2006,N25,0,8058,248,0.954867827
2749,213870,2007,N25,0,7896,248,2.087553611
2750,213870,2008,N25,0,7840,203,1.098310408
2751,213870,2009,N25,0,8281,203,1.174394098
2752,213870,2010,N25,0,8149,204,0.962701022
2753,213870,2011,N25,0,7907,204,1.439234374
2754,213870,2012,N25,0,8214,204,1.271732055
2755,213870,2013,N25,0,8112,204,1.209610819
2756,213870,2014,N25,0,8776,211,1.666277609
2757,213870,2015,N25,0,8536,211,0.633430669
2758,213870,2016,N25,0,8624,211,1.294111267
2759,213870,2017,N25,0,7817,211,1.224376758
2760,213900,2003,N25,0,4531,182,1.072358881
2761,213900,2004,N25,0,4658,182,0.98626769
2762,213900,2005,N25,0,4355,182,0.5385521
2763,213900,2006,N25,0,4719,182,0.793170958
2764,213900,2007,N25,0,4630,182,1.277865443
2765,213900,2008,N25,0,4863,182,0.34600692
2766,213900,2009,N25,0,4749,182,0.897580931
2767,213900,2010,N25,0,4778,182,0.816609548
2768,213900,2011,N25,0,5081,182,0.732456732
2769,213900,2012,N25,0,4893,182,0.744488425
2770,213900,2013,N25,0,5130,182,0.767309054
2771,213900,2014,N25,0,5723,182,0.610927145
2772,213900,2015,N25,0,5452,182,0.74732225
2773,213900,2016,N25,0,5454,182,0.824643479
2774,213900,2017,N25,0,5330,182,0.747330118
2775,213923,2003,N25,0,11698,351,1.462258254
2776,213923,2004,N25,0,12182,351,1.676716747
2777,213923,2005,N25,0,12266,351,1.527687378
2778,213923,2006,N25,0,11906,351,1.506235734
2779,213923,2007,N25,0,12292,351,1.526102589
2780,213923,2008,N25,0,12921,351,1.729637558
2781,213923,2009,N25,0,13681,351,1.332815595
2782,213923,2010,N25,0,14313,351,1.302948199
2783,213923,2011,N25,0,14952,283,1.122883552
2784,213923,2012,N25,0,15803,288,1.051734385
2785,213923,2013,N25,0,16475,310,1.711298
2786,213923,2014,N25,0,16607,311,1.202296524
2787,213923,2015,N25,0,16073,295,1.868604142
2788,213923,2016,N25,0,15730,272,1.239524056
2789,213923,2017,N25,0,17290,272,1.372015017
2790,213930,2003,N25,0,6698,194,0.907610557
2791,213930,2004,N25,0,6177,170,1.916874584
2792,213930,2005,N25,0,6601,170,1.316227155
2793,213930,2006,N25,0,6346,170,1.040044491
2794,213930,2007,N25,0,6588,170,1.226231798
2795,213930,2008,N25,0,6656,170,1.406734475
2796,213930,2009,N25,0,6689,178,1.484537418
2797,213930,2010,N25,0,6764,170,1.857103267
2798,213930,2011,N25,0,7183,170,1.688566042
2799,213930,2012,N25,0,7174,170,1.206951095
2800,213930,2013,N25,0,7320,170,1.77438671
2801,213930,2014,N25,0,7464,178,1.437329558
2802,213930,2015,N25,0,7781,166,1.638952513
2803,213930,2016,N25,0,7927,174,2.139578056
2804,213930,2017,N25,0,8009,175,1.384631576
2805,213990,2003,N25,0,10174,384,0.719051732
2806,213990,2004,N25,0,10014,384,1.165010318
2807,213990,2005,N25,0,9771,357,0.653744471
2808,213990,2006,N25,0,8895,357,0.752703354
2809,213990,2007,N25,0,9797,357,1.61134391
2810,213990,2008,N25,0,9852,357,1.470675239
2811,213990,2009,N25,0,9792,357,0.724995372
2812,213990,2010,N25,0,10438,357,1.094502443
2813,213990,2011,N25,0,9917,357,1.283566827
2814,213990,2012,N25,0,10269,337,0.995627658
2815,213990,2013,N25,0,10365,337,0.761177404
2816,213990,2014,N25,0,10946,337,0.570293958
2817,213990,2015,N25,0,10736,337,0.702954579
2818,213990,2016,N25,0,9917,337,1.023461764
2819,213990,2017,N25,0,9744,337,0.727074488
2820,214050,2003,N25,0,9708,268,1.623068344
2821,214050,2004,N25,0,10204,268,1.277918944
2822,214050,2005,N25,0,10991,261,1.243542385
2823,214050,2006,N25,0,11100,261,1.30831838
2824,214050,2007,N25,0,11398,261,1.200176053
2825,214050,2008,N25,0,11084,261,1.309799195
2826,214050,2009,N25,0,11265,261,0.816279394
2827,214050,2010,N25,0,11488,261,1.409780226
2828,214050,2011,N25,0,11175,261,1.317825475
2829,214050,2012,N25,0,11765,245,1.589054541
2830,214050,2013,N25,0,11776,245,1.207291973
2831,214050,2014,N25,0,11791,245,1.473324246
2832,214050,2015,N25,0,11539,245,1.524040033
2833,214050,2016,N25,0,12333,245,1.027050402
2834,214050,2017,N25,0,11803,245,1.537836942
2835,214195,2003,N25,0,5447,216,1.307005221
2836,214195,2004,N25,0,5595,204,1.578544698
2837,214195,2005,N25,0,5589,204,1.658589998
2838,214195,2006,N25,0,5755,204,1.560581262
2839,214195,2007,N25,0,5851,199,1.923903726
2840,214195,2008,N25,0,5856,199,1.912091444
2841,214195,2009,N25,0,6094,204,1.68026832
2842,214195,2010,N25,0,6190,204,1.664568637
2843,214195,2011,N25,0,7064,204,1.93399932
2844,214195,2012,N25,0,7421,204,0.922506671
2845,214195,2013,N25,0,7702,172,1.377040514
2846,214195,2014,N25,0,8112,159,0.449645574
2847,214195,2015,N25,0,8115,159,1.317404437
2848,214195,2016,N25,0,8413,167,1.381456789
2849,214195,2017,N25,0,8268,167,1.034167013
2850,214240,2003,N25,0,9001,230,0.878321629
2851,214240,2004,N25,0,9408,230,1.147926148
2852,214240,2005,N25,0,10332,238,0.66106358
2853,214240,2006,N25,0,13106,238,1.035328062
2854,214240,2007,N25,0,14451,279,0.728326878
2855,214240,2008,N25,0,15432,286,0.401177186
2856,214240,2009,N25,0,14353,287,0.625744684
2857,214240,2010,N25,0,15671,288,1.32647272
2858,214240,2011,N25,0,16241,297,0.69929507
2859,214240,2012,N25,0,16379,298,0.717831461
2860,214240,2013,N25,0,16942,298,1.481708806
2861,214240,2014,N25,0,17564,298,0.682894647
2862,214240,2015,N25,0,16919,281,1.136635844
2863,214240,2016,N25,0,17041,288,0.860491993
2864,214240,2017,N25,0,17075,294,0.652610001
2865,214280,2003,N25,0,8970,262,0.184836163
2866,214280,2004,N25,0,11456,310,0.7773495
2867,214280,2005,N25,0,11048,298,0.538791474
2868,214280,2006,N25,0,12309,298,1.003818426
2869,214280,2007,N25,0,12923,298,0.955377005
2870,214280,2008,N25,0,14376,298,0.871284595
2871,214280,2009,N25,0,15190,298,0.73753061
2872,214280,2010,N25,0,15021,301,0.380293518
2873,214280,2011,N25,0,14699,301,1.221247372
2874,214280,2012,N25,0,15333,301,0.93190679
2875,214280,2013,N25,0,15687,301,0.922510709
2876,214280,2014,N25,0,16808,301,1.360745575
2877,214280,2015,N25,0,15933,301,0.964492189
2878,214280,2016,N25,0,16402,298,0.919296248
2879,214280,2017,N25,0,15500,298,1.055050148
2880,214290,2003,N25,0,23134,478,0.765682908
2881,214290,2004,N25,0,23274,485,0.807187171
2882,214290,2005,N25,0,23643,483,0.96032793
2883,214290,2006,N25,0,24255,481,1.236613335
2884,214290,2007,N25,0,26547,485,0.658851866
2885,214290,2008,N25,0,26049,485,1.316284359
2886,214290,2009,N25,0,27537,487,1.319374148
2887,214290,2010,N25,0,28808,486,0.906128372
2888,214290,2011,N25,0,28890,487,0.720434749
2889,214290,2012,N25,0,28814,487,0.985824138
2890,214290,2013,N25,0,28822,487,0.527338196
2891,214290,2014,N25,0,30175,508,0.979586285
2892,214290,2015,N25,0,29862,516,0.761069351
2893,214290,2016,N25,0,33408,520,0.625776394
2894,214290,2017,N25,0,30237,537,0.797707873
2895,214330,2003,N25,0,25634,618,0.95905841
2896,214330,2004,N25,0,26303,601,1.241851482
2897,214330,2005,N25,0,27632,615,1.179283367
2898,214330,2006,N25,0,28670,632,0.928763555
2899,214330,2007,N25,0,31008,633,1.297493027
2900,214330,2008,N25,0,31091,646,0.903388081
2901,214330,2009,N25,0,31080,651,0.709340558
2902,214330,2010,N25,0,31291,660,0.865545861
2903,214330,2011,N25,0,31614,666,0.850065796
2904,214330,2012,N25,0,32636,675,0.716407987
2905,214330,2013,N25,0,33182,676,0.722314222
2906,214330,2014,N25,0,34268,676,1.568296544
2907,214330,2015,N25,0,36149,676,0.31735546
2908,214330,2016,N25,0,36327,676,0.584653623
2909,214330,2017,N25,0,36813,712,1.287045117
2910,214340,2003,N25,0,6494,261,1.62821504
2911,214340,2004,N25,0,6630,233,1.757502946
2912,214340,2005,N25,0,6297,242,1.539514156
2913,214340,2006,N25,0,6096,242,1.751781014
2914,214340,2007,N25,0,6116,242,0.756067505
2915,214340,2008,N25,0,6045,242,1.502531154
2916,214340,2009,N25,0,6122,205,1.699840193
2917,214340,2010,N25,0,5867,207,1.707036639
2918,214340,2011,N25,0,5930,207,2.16348201
2919,214340,2012,N25,0,6458,207,1.435317455
2920,214340,2013,N25,0,6048,203,1.040658623
2921,214340,2014,N25,0,6200,203,1.142336075
2922,214340,2015,N25,0,6023,169,1.263686709
2923,214390,2003,N25,0,6008,179,0.956627096
2924,214390,2004,N25,0,6034,165,1.139647721
2925,214390,2005,N25,0,5800,165,0.948680555
2926,214390,2006,N25,0,5699,165,1.137698191
2927,214390,2007,N25,0,5760,165,0.657675287
2928,214390,2008,N25,0,5445,165,0.880803321
2929,214390,2009,N25,0,5459,165,0.532219551
2930,214390,2010,N25,0,5483,169,0.80607097
2931,214390,2011,N25,0,5679,169,1.166183551
2932,214390,2012,N25,0,5456,169,0.834316704
2933,214390,2013,N25,0,5266,141,1.221833946
2934,214390,2014,N25,0,5269,141,0.911698217
2935,214390,2015,N25,0,5254,141,0.995435268
2936,214390,2016,N25,0,5085,141,1.141608001
2937,214390,2017,N25,0,5221,141,0.223968165
2938,214520,2003,N25,0,6488,205,0.738578432
2939,214520,2004,N25,0,6260,205,1.175669742
2940,214520,2005,N25,0,6602,205,0.903200982
2941,214520,2006,N25,0,7055,205,1.155247995
2942,214520,2007,N25,0,7110,205,0.667455245
2943,214520,2008,N25,0,7601,205,0.130611658
2944,214520,2009,N25,0,7634,205,1.385840581
2945,214520,2010,N25,0,7892,205,1.151407575
2946,214520,2011,N25,0,8200,205,0.962444166
2947,214520,2012,N25,0,8104,205,1.412617384
2948,214520,2013,N25,0,8619,205,1.138857746
2949,214520,2014,N25,0,8847,219,0.551473441
2950,214520,2015,N25,0,9664,221,0.764618688
2951,214520,2016,N25,0,10294,221,1.003863927
2952,214520,2017,N25,0,9326,221,1.543907035
2953,214560,2003,N25,0,11106,302,0.782880702
2954,214560,2004,N25,0,11160,302,1.285124887
2955,214560,2005,N25,0,11423,270,0.362544645
2956,214560,2006,N25,0,10775,270,1.118723973
2957,214560,2007,N25,0,11216,270,1.127302537
2958,214560,2008,N25,0,11519,270,1.194117011
2959,214560,2009,N25,0,11955,270,1.022346393
2960,214560,2010,N25,0,12384,270,1.012314686
2961,214560,2011,N25,0,11825,270,1.02136196
2962,214560,2012,N25,0,12012,373,1.012947581
2963,214560,2013,N25,0,16432,423,1.415654176
2964,214560,2014,N25,0,17425,363,1.413792525
2965,214560,2015,N25,0,17421,348,0.853489798
2966,214560,2016,N25,0,19356,400,0.742960694
2967,214560,2017,N25,0,19463,400,1.191281443
2968,214610,2003,N25,0,2497,97,0.718307019
2969,214610,2004,N25,0,2328,97,1.120281867
2970,214610,2005,N25,0,2139,97,0.910796371
2971,214610,2006,N25,0,2227,95,0.893036202
2972,214610,2007,N25,0,2118,95,0.926939663
2973,214610,2008,N25,0,2190,95,1.042183318
2974,214640,2003,N25,0,6179,228,1.470335358
2975,214640,2004,N25,0,5697,218,1.429784889
2976,214640,2005,N25,0,6070,218,1.286076421
2977,214640,2006,N25,0,6044,218,1.291307837
